british,american,category,form,to_american_enabled,to_british_enabled,source_refs,notes
stove cooker,range,noun,单数,true,true,名词!A239:C239,
stove cookers,ranges,noun,复数,true,true,名词!B239:D239,
subsidise,subsidize,verb,原型,true,true,动词!A218:F218,
subsidised,subsidized,verb,过去分词|过去时,true,true,动词!C218:H218|动词!D218:I218,
subsidises,subsidizes,verb,第三人称单数,true,true,动词!B218:G218,
subsidising,subsidizing,verb,ing,true,true,动词!E218:J218,
sulphate,sulfate,noun,单数,true,true,名词!A447:C447,
sulphates,sulfates,noun,复数,true,true,名词!B447:D447,
sulphide,sulfide,noun,单数,true,true,名词!A448:C448,
sulphides,sulfides,noun,复数,true,true,名词!B448:D448,
sulphur,sulfur,noun,单数,true,true,名词!A446:C446,
sulphurs,sulfurs,noun,复数,true,true,名词!B446:D446,
summarise,summarize,verb,原型,true,true,动词!A223:F223,
summarised,summarized,verb,过去分词|过去时,true,true,动词!C223:H223|动词!D223:I223,
summarises,summarizes,verb,第三人称单数,true,true,动词!B223:G223,
summarising,summarizing,verb,ing,true,true,动词!E223:J223,
swede,rutabaga,noun,单数,true,true,名词!A240:C240,
swedes,rutabagas,noun,复数,true,true,名词!B240:D240,
sweet,candy,noun,单数,true,true,名词!A241:C241,
sweets,candies,noun,复数,true,true,名词!B241:D241,
swimming costume,bathing suit,noun,单数,true,true,名词!A242:C242,
swimming costumes,bathing suits,noun,复数,true,true,名词!B242:D242,
symbolise,symbolize,verb,原型,true,true,动词!A222:F222,
symbolised,symbolized,verb,过去分词|过去时,true,true,动词!C222:H222|动词!D222:I222,
symbolises,symbolizes,verb,第三人称单数,true,true,动词!B222:G222,
symbolising,symbolizing,verb,ing,true,true,动词!E222:J222,
sympathise,sympathize,verb,原型,true,true,动词!A221:F221,
sympathised,sympathized,verb,过去分词|过去时,true,true,动词!C221:H221|动词!D221:I221,
sympathises,sympathizes,verb,第三人称单数,true,true,动词!B221:G221,
sympathising,sympathizing,verb,ing,true,true,动词!E221:J221,
synthesise,synthesize,verb,原型,true,true,动词!A219:F219,
synthesised,synthesized,verb,过去分词|过去时,true,true,动词!C219:H219|动词!D219:I219,
synthesises,synthesizes,verb,第三人称单数,true,true,动词!B219:G219,
synthesising,synthesizing,verb,ing,true,true,动词!E219:J219,
systemise,systemize,verb,原型,true,true,动词!A220:F220,
systemised,systemized,verb,过去分词|过去时,true,true,动词!C220:H220|动词!D220:I220,
systemises,systemizes,verb,第三人称单数,true,true,动词!B220:G220,
systemising,systemizing,verb,ing,true,true,动词!E220:J220,
takeaway,takeout,noun,单数,true,true,名词!A243:C243,
takeaways,takeouts,noun,复数,true,true,名词!B243:D243,
tantalise,tantalize,verb,原型,true,true,动词!A230:F230,
tantalised,tantalized,verb,过去分词|过去时,true,true,动词!C230:H230|动词!D230:I230,
tantalises,tantalizes,verb,第三人称单数,true,true,动词!B230:G230,
tantalising,tantalizing,verb,ing,true,true,动词!E230:J230,
tap,faucet,noun,单数,true,true,名词!A244:C244,
taps,faucets,noun,复数,true,true,名词!B244:D244,
taxi rank,taxi stand,noun,单数,true,false,名词!A245:C245,美式源词存在多个英式目标，已禁用美转英
taxi ranks,taxi stands,noun,复数,true,false,名词!B245:D245,美式源词存在多个英式目标，已禁用美转英
tea towel,dish towel,noun,单数,true,true,名词!A246:C246,
tea towels,dish towels,noun,复数,true,true,名词!B246:D246,
temporise,temporize,verb,原型,true,true,动词!A231:F231,
temporised,temporized,verb,过去分词|过去时,true,true,动词!C231:H231|动词!D231:I231,
temporises,temporizes,verb,第三人称单数,true,true,动词!B231:G231,
temporising,temporizing,verb,ing,true,true,动词!E231:J231,
tenderise,tenderize,verb,原型,true,true,动词!A232:F232,
tenderised,tenderized,verb,过去分词|过去时,true,true,动词!C232:H232|动词!D232:I232,
tenderises,tenderizes,verb,第三人称单数,true,true,动词!B232:G232,
tenderising,tenderizing,verb,ing,true,true,动词!E232:J232,
term,semester,noun,单数,true,true,名词!A247:C247,
terms,semesters,noun,复数,true,true,名词!B247:D247,
terrorise,terrorize,verb,原型,true,true,动词!A233:F233,
terrorised,terrorized,verb,过去分词|过去时,true,true,动词!C233:H233|动词!D233:I233,
terrorises,terrorizes,verb,第三人称单数,true,true,动词!B233:G233,
terrorising,terrorizing,verb,ing,true,true,动词!E233:J233,
theatre,theater,noun,单数,true,true,名词!A449:C449,
theatres,theaters,noun,复数,true,true,名词!B449:D449,
theorisation,theorization,noun,单数,true,true,名词!A450:C450,
theorisations,theorizations,noun,复数,true,true,名词!B450:D450,
theorise,theorize,verb,原型,true,true,动词!A234:F234,
theorised,theorized,verb,过去分词|过去时,true,true,动词!C234:H234|动词!D234:I234,
theorises,theorizes,verb,第三人称单数,true,true,动词!B234:G234,
theorising,theorizing,verb,ing,true,true,动词!E234:J234,
tick,checkmark,noun,单数,true,true,名词!A248:C248,
ticks,checkmarks,noun,复数,true,true,名词!B248:D248,
timetable,schedule,noun,单数,true,true,名词!A249:C249,
timetables,schedules,noun,复数,true,true,名词!B249:D249,
tin,can,noun,单数,true,true,名词!A250:C250,
tinned food,canned food,noun,单数,true,true,名词!A251:C251,
tinned foods,canned foods,noun,复数,true,true,名词!B251:D251,
tins,cans,noun,复数,true,true,名词!B250:D250,
toffee apple,caramel apple,noun,单数,true,true,名词!A252:C252,
toffee apples,caramel apples,noun,复数,true,true,名词!B252:D252,
torch,flashlight,noun,单数,true,true,名词!A253:C253,
torches,flashlights,noun,复数,true,true,名词!B253:D253,
track suit,sweatsuit,noun,单数,true,true,名词!A254:C254,
track suits,sweatsuits,noun,复数,true,true,名词!B254:D254,
trainers,sneakers,noun,单数|复数,true,true,名词!A255:C255|名词!B255:D255,
tram,streetcar,noun,单数,true,true,名词!A256:C256,
trams,streetcars,noun,复数,true,true,名词!B256:D256,
tranquillise,tranquilize,verb,原型,true,true,动词!A235:F235,
tranquillised,tranquilized,verb,过去分词|过去时,true,true,动词!C235:H235|动词!D235:I235,
tranquillises,tranquilizes,verb,第三人称单数,true,true,动词!B235:G235,
tranquillising,tranquilizing,verb,ing,true,true,动词!E235:J235,
transport café,truck stop,noun,单数,true,true,名词!A257:C257,
transport cafés,truck stops,noun,复数,true,true,名词!B257:D257,
travelled,traveled,verb,过去分词|过去时,true,true,动词!C268:H268|动词!D268:I268,
traveller,traveler,noun,单数,true,true,名词!A451:C451,
travellers,travelers,noun,复数,true,true,名词!B451:D451,
travelling,traveling,verb,ing,true,true,动词!E268:J268,
trivialise,trivialize,verb,原型,true,true,动词!A236:F236,
trivialised,trivialized,verb,过去分词|过去时,true,true,动词!C236:H236|动词!D236:I236,
trivialises,trivializes,verb,第三人称单数,true,true,动词!B236:G236,
trivialising,trivializing,verb,ing,true,true,动词!E236:J236,
trolley,cart,noun,单数,true,true,名词!A259:C259,
trolleybus,trackless trolley,noun,单数,true,true,名词!A260:C260,
trolleybuses,trackless trolleys,noun,复数,true,true,名词!B260:D260,
trolleys,carts,noun,复数,true,true,名词!B259:D259,
tropicalise,tropicalize,verb,原型,true,true,动词!A237:F237,
tropicalised,tropicalized,verb,过去分词|过去时,true,true,动词!C237:H237|动词!D237:I237,
tropicalises,tropicalizes,verb,第三人称单数,true,true,动词!B237:G237,
tropicalising,tropicalizing,verb,ing,true,true,动词!E237:J237,
trousers,pants,noun,单数|复数,true,true,名词!A258:C258|名词!B258:D258,
tuck shop,snack bar,noun,单数,true,true,名词!A261:C261,
tuck shops,snack bars,noun,复数,true,true,名词!B261:D261,
tumble drier,clothes dryer,noun,单数,true,true,名词!A262:C262,
tumble driers,clothes dryers,noun,复数,true,true,名词!B262:D262,
tunnelled,tunneled,verb,过去分词|过去时,true,true,动词!C267:H267|动词!D267:I267,
tunnelling,tunneling,verb,ing,true,true,动词!E267:J267,
turning,turn,noun,单数,true,true,名词!A263:C263,
turnings,turns,noun,复数,true,true,名词!B263:D263,
tyre,tire,noun,单数,true,true,名词!A452:C452,
tyres,tires,noun,复数,true,true,名词!B452:D452,
underground,subway,noun,单数,true,true,名词!A264:C264,
undergrounds,subways,noun,复数,true,true,名词!B264:D264,
unionise,unionize,verb,原型,true,true,动词!A241:F241,
unionised,unionized,verb,过去分词|过去时,true,true,动词!C241:H241|动词!D241:I241,
unionises,unionizes,verb,第三人称单数,true,true,动词!B241:G241,
unionising,unionizing,verb,ing,true,true,动词!E241:J241,
unitise,unitize,verb,原型,true,true,动词!A240:F240,
unitised,unitized,verb,过去分词|过去时,true,true,动词!C240:H240|动词!D240:I240,
unitises,unitizes,verb,第三人称单数,true,true,动词!B240:G240,
unitising,unitizing,verb,ing,true,true,动词!E240:J240,
urbanise,urbanize,verb,原型,true,true,动词!A239:F239,
urbanised,urbanized,verb,过去分词|过去时,true,true,动词!C239:H239|动词!D239:I239,
urbanises,urbanizes,verb,第三人称单数,true,true,动词!B239:G239,
urbanising,urbanizing,verb,ing,true,true,动词!E239:J239,
utilisation,utilization,noun,单数,true,true,名词!A453:C453,
utilisations,utilizations,noun,复数,true,true,名词!B453:D453,
utilise,utilize,verb,原型,true,true,动词!A238:F238,
utilised,utilized,verb,过去分词|过去时,true,true,动词!C238:H238|动词!D238:I238,
utilises,utilizes,verb,第三人称单数,true,true,动词!B238:G238,
utilising,utilizing,verb,ing,true,true,动词!E238:J238,
valorise,valorize,verb,原型,true,true,动词!A253:F253,
valorised,valorized,verb,过去分词|过去时,true,true,动词!C253:H253|动词!D253:I253,
valorises,valorizes,verb,第三人称单数,true,true,动词!B253:G253,
valorising,valorizing,verb,ing,true,true,动词!E253:J253,
vandalise,vandalize,verb,原型,true,true,动词!A242:F242,
vandalised,vandalized,verb,过去分词|过去时,true,true,动词!C242:H242|动词!D242:I242,
vandalises,vandalizes,verb,第三人称单数,true,true,动词!B242:G242,
vandalising,vandalizing,verb,ing,true,true,动词!E242:J242,
vapour,vapor,noun,单数,true,true,名词!A454:C454,
vapourise,vaporize,verb,原型,true,true,动词!A243:F243,
vapourised,vaporized,verb,过去分词|过去时,true,true,动词!C243:H243|动词!D243:I243,
vapourises,vaporizes,verb,第三人称单数,true,true,动词!B243:G243,
vapourising,vaporizing,verb,ing,true,true,动词!E243:J243,
vapours,vapors,noun,复数,true,true,名词!B454:D454,
vascularise,vascularize,verb,原型,true,true,动词!A244:F244,
vascularised,vascularized,verb,过去分词|过去时,true,true,动词!C244:H244|动词!D244:I244,
vascularises,vascularizes,verb,第三人称单数,true,true,动词!B244:G244,
vascularising,vascularizing,verb,ing,true,true,动词!E244:J244,
vectorise,vectorize,verb,原型,true,true,动词!A245:F245,
vectorised,vectorized,verb,过去分词|过去时,true,true,动词!C245:H245|动词!D245:I245,
vectorises,vectorizes,verb,第三人称单数,true,true,动词!B245:G245,
vectorising,vectorizing,verb,ing,true,true,动词!E245:J245,
verbalise,verbalize,verb,原型,true,true,动词!A246:F246,
verbalised,verbalized,verb,过去分词|过去时,true,true,动词!C246:H246|动词!D246:I246,
verbalises,verbalizes,verb,第三人称单数,true,true,动词!B246:G246,
verbalising,verbalizing,verb,ing,true,true,动词!E246:J246,
vest,undershirt,noun,单数,false,true,名词!A266:C266,英式源词同时是英转美目标，为保证幂等已禁用英转美
vests,undershirts,noun,复数,false,true,名词!B266:D266,英式源词同时是英转美目标，为保证幂等已禁用英转美
victimise,victimize,verb,原型,true,true,动词!A247:F247,
victimised,victimized,verb,过去分词|过去时,true,true,动词!C247:H247|动词!D247:I247,
victimises,victimizes,verb,第三人称单数,true,true,动词!B247:G247,
victimising,victimizing,verb,ing,true,true,动词!E247:J247,
virtualise,virtualize,verb,原型,true,true,动词!A254:F254,
virtualised,virtualized,verb,过去分词|过去时,true,true,动词!C254:H254|动词!D254:I254,
virtualises,virtualizes,verb,第三人称单数,true,true,动词!B254:G254,
virtualising,virtualizing,verb,ing,true,true,动词!E254:J254,
visualise,visualize,verb,原型,true,true,动词!A248:F248,
visualised,visualized,verb,过去分词|过去时,true,true,动词!C248:H248|动词!D248:I248,
visualises,visualizes,verb,第三人称单数,true,true,动词!B248:G248,
visualising,visualizing,verb,ing,true,true,动词!E248:J248,
vitalise,vitalize,verb,原型,true,true,动词!A249:F249,
vitalised,vitalized,verb,过去分词|过去时,true,true,动词!C249:H249|动词!D249:I249,
vitalises,vitalizes,verb,第三人称单数,true,true,动词!B249:G249,
vitalising,vitalizing,verb,ing,true,true,动词!E249:J249,
vocalisation,vocalization,noun,单数,true,true,名词!A455:C455,
vocalisations,vocalizations,noun,复数,true,true,名词!B455:D455,
vocalise,vocalize,verb,原型,true,true,动词!A250:F250,
vocalised,vocalized,verb,过去分词|过去时,true,true,动词!C250:H250|动词!D250:I250,
vocalises,vocalizes,verb,第三人称单数,true,true,动词!B250:G250,
vocalising,vocalizing,verb,ing,true,true,动词!E250:J250,
volatilise,volatilize,verb,原型,true,true,动词!A251:F251,
volatilised,volatilized,verb,过去分词|过去时,true,true,动词!C251:H251|动词!D251:I251,
volatilises,volatilizes,verb,第三人称单数,true,true,动词!B251:G251,
volatilising,volatilizing,verb,ing,true,true,动词!E251:J251,
vulgarise,vulgarize,verb,原型,true,true,动词!A252:F252,
vulgarised,vulgarized,verb,过去分词|过去时,true,true,动词!C252:H252|动词!D252:I252,
vulgarises,vulgarizes,verb,第三人称单数,true,true,动词!B252:G252,
vulgarising,vulgarizing,verb,ing,true,true,动词!E252:J252,
waistcoat,vest,noun,单数,true,false,名词!A267:C267,美式源词同时是美转英目标，为保证幂等已禁用美转英
waistcoats,vests,noun,复数,true,false,名词!B267:D267,美式源词同时是美转英目标，为保证幂等已禁用美转英
wardrobe,closet,noun,单数,true,true,名词!A268:C268,
wardrobes,closets,noun,复数,true,true,名词!B268:D268,
washing-up liquid,dish soap,noun,单数,true,true,名词!A269:C269,
washing-up liquids,dish soaps,noun,复数,true,true,名词!B269:D269,
weaponise,weaponize,verb,原型,true,true,动词!A256:F256,
weaponised,weaponized,verb,过去分词|过去时,true,true,动词!C256:H256|动词!D256:I256,
weaponises,weaponizes,verb,第三人称单数,true,true,动词!B256:G256,
weaponising,weaponizing,verb,ing,true,true,动词!E256:J256,
westernise,westernize,verb,原型,true,true,动词!A255:F255,
westernised,westernized,verb,过去分词|过去时,true,true,动词!C255:H255|动词!D255:I255,
westernises,westernizes,verb,第三人称单数,true,true,动词!B255:G255,
westernising,westernizing,verb,ing,true,true,动词!E255:J255,
windscreen,windshield,noun,单数,true,true,名词!A270:C270,
windscreen wiper,windshield wiper,noun,单数,true,true,名词!A273:C273,
windscreen wipers,windshield wipers,noun,复数,true,true,名词!B273:D273,
windscreens,windshields,noun,复数,true,true,名词!B270:D270,
wing mirror,side mirror,noun,单数,true,true,名词!A271:C271,
wing mirrors,side mirrors,noun,复数,true,true,名词!B271:D271,
womanise,womanize,verb,原型,true,true,动词!A257:F257,
womanised,womanized,verb,过去分词|过去时,true,true,动词!C257:H257|动词!D257:I257,
womanises,womanizes,verb,第三人称单数,true,true,动词!B257:G257,
womanising,womanizing,verb,ing,true,true,动词!E257:J257,
worktop,countertop,noun,单数,true,true,名词!A272:C272,
worktops,countertops,noun,复数,true,true,名词!B272:D272,
zebra crossing,crosswalk,noun,单数,true,false,名词!A274:C274,美式源词存在多个英式目标，已禁用美转英
zebra crossings,crosswalks,noun,复数,true,false,名词!B274:D274,美式源词存在多个英式目标，已禁用美转英
zip,zipper,noun,单数,true,true,名词!A275:C275,
zips,zippers,noun,复数,true,true,名词!B275:D275,
